"","#","label","duration","start time","end time","peak ampl(mean)","peak freq(0)","peak freq(1)","peak freq(2)","peak freq(3)","peak freq(4)","peak freq(5)","peak freq(6)","peak freq(7)","peak freq(8)","peak freq(9)","peak freq(10)","peak freq(11)","peak freq(12)","peak freq(13)","peak freq(14)","peak freq(15)","peak freq(16)","peak freq(17)","peak freq(18)","peak freq(19)","peak freq(20)","peak freq(21)","peak freq(22)","peak freq(23)","peak freq(24)","peak freq(25)","peak freq(26)","peak freq(27)","peak freq(28)","peak freq(29)","peak freq(30)","peak freq(31)","peak freq(32)","peak freq(33)","peak freq(34)","peak freq(35)","peak freq(36)","peak freq(37)","peak freq(38)","peak freq(39)","peak freq(40)","peak freq(41)","peak freq(42)","peak freq(43)","peak freq(44)","peak freq(45)","peak freq(46)","peak freq(47)","peak freq(48)","peak freq(49)","file"
"23",232,"short-c",0.0061,200.8504,200.8565,-69.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61000,61000,61000,61000,61500,61500,61500,61500,61000,61000,61000,61000,60500,60500,60500,60500,NA,NA,NA,NA,60000,60000,60000,60000,NA,NA,NA,NA,NA,"T0000058"
"24",238,"short",0.0056,203.3126,203.3182,-70.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,83900,83900,83900,83900,83900,NA,NA,NA,NA,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,NA,NA,NA,NA,83000,83000,83000,83000,83000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"25",240,"short",0.0092,203.6602,203.6695,-68.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86900,86900,86900,86900,86900,86900,86400,86400,86900,86900,86900,86400,86400,86400,86400,86400,86400,86400,86400,86400,86400,86400,86400,86400,86400,85900,85900,85900,"T0000058"
"26",241,"flat",0.0481,203.7263,203.7744,-62.94,54600,55100,55100,55100,55100,55100,55100,55100,54600,54600,NA,54100,54100,NA,NA,54100,54100,54100,54100,54100,54100,53700,NA,NA,53700,53700,54100,53700,53700,53700,53200,53700,53200,53200,53200,52700,52700,52700,NA,52200,52200,NA,NA,NA,NA,51200,51200,51200,51200,NA,"T0000058"
"27",243,"flat",0.0732,204.1093,204.1825,-71.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50700,50200,50200,50200,50200,50200,50200,50200,50200,50200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48800,49300,49300,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"28",257,"short",0.0076,209.3649,209.3726,-153.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"29",260,"short",0.0051,213.6202,213.6253,-57.46,62000,62000,62000,62000,62000,62500,62500,62500,62500,62500,62500,62500,62500,62500,62500,62500,62500,62500,62500,62500,62900,62900,62900,62900,62900,62500,62500,62500,62500,62500,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,61500,61500,61500,61500,61500,62000,62000,62000,62000,NA,"T0000058"
"30",267,"short",0.0081,214.488,214.4962,-53.57,87800,87800,87800,87800,87800,87800,87800,87800,87800,87800,87800,87800,87800,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,87800,87800,87800,87800,87800,87800,87800,87800,87800,87400,87400,87400,NA,NA,NA,NA,"T0000058"
"31",275,"trill",0.046,216.004,216.0501,-93.31,44900,44900,44900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63900,NA,62900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48300,48300,NA,"T0000058"
"32",282,"flat-mz",0.0204,217.4008,217.4213,-51.51,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,44400,44400,43900,44400,NA,46300,46800,46800,46800,46800,47300,47300,47300,47300,47300,46800,47300,46800,46800,46800,46800,46800,46300,46300,NA,46300,NA,43900,43900,43900,43900,43400,43400,42900,42900,42900,42900,42400,NA,NA,"T0000058"
"33",287,"short",0.0035,218.2272,218.2307,-153.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"34",289,"complex",0.0527,218.3664,218.4192,-66.07,NA,NA,NA,NA,57600,58100,58500,59000,59000,59000,59000,58500,58500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57100,57600,57600,58500,58500,59000,59500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,59500,59500,59500,59000,58500,58100,58100,NA,"T0000058"
"35",291,"flat",0.0302,218.7105,218.7407,-61.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57100,57100,57600,57600,57600,57600,57600,57600,58100,58100,58100,58100,58100,58100,58100,58100,58100,58100,58100,57600,58100,58100,58100,58100,57600,57600,57600,NA,NA,58100,57100,57600,57600,57600,57100,57600,57100,NA,"T0000058"
"36",293,"short",0.0092,218.8871,218.8963,-48.06,NA,NA,NA,62000,62000,62000,62500,62500,62500,62900,62900,62900,62900,62900,62900,62900,62900,62900,62900,62900,62900,62900,62900,62900,62900,62900,62900,62900,63400,63400,63400,63400,63400,63400,63400,63400,62900,62900,62900,62900,62900,63400,63400,63400,62900,62900,62900,62900,62900,62900,"T0000058"
"37",296,"short-c",0.0117,219.8543,219.8661,-153.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"38",307,"short",0.0066,226.2067,226.2133,-81.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"39",309,"upward ramp",0.0133,228.7733,228.7866,-73.31,80000,80000,80000,80000,NA,NA,NA,NA,81000,81000,81500,81500,NA,NA,NA,NA,83400,NA,NA,NA,NA,84900,84900,85400,85400,85400,85400,NA,NA,86900,86900,86900,86900,86900,86900,86900,NA,NA,87400,87400,87400,87400,87400,87400,NA,NA,NA,NA,NA,NA,"T0000058"
"40",311,"short-ur",0.0066,229.1404,229.1471,-77.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86900,86900,86900,86900,87800,87800,87800,87800,87400,87400,87400,87400,NA,NA,NA,NA,"T0000058"
"41",355,"complex over short-ur",0.0727,236.7953,236.8681,-45.6,54100,54600,55100,55600,NA,NA,58100,60000,60500,62000,62500,62900,NA,63400,62000,62000,61500,61000,61000,60500,61000,61500,62000,61500,61000,60000,59500,59500,65400,60500,61000,62000,62500,62900,63400,63400,63400,63400,62900,62900,62900,62900,62900,62500,62000,62500,62500,62000,61500,61500,"T0000058"
"42",360,"flat",0.045,237.164,237.209,-58.5,59500,NA,60000,60500,60500,60500,61000,60500,61000,60500,60500,60000,59500,59500,59000,59000,58500,58500,58500,58100,58100,NA,NA,NA,NA,NA,NA,59000,58500,59000,59000,59000,59000,59500,59500,NA,59500,59500,59500,60000,60000,NA,NA,NA,60500,61000,61000,61500,61500,61500,"T0000058"
"43",378,"flat",0.0133,239.5427,239.556,-57.05,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61500,61500,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,60500,60500,60500,60500,60500,61000,61000,60000,60000,NA,NA,NA,NA,NA,NA,60000,60000,60000,60000,NA,NA,"T0000058"
"44",397,"short",0.0092,257.753,257.7622,-63.21,NA,NA,NA,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57600,57600,57600,57100,57100,57100,NA,NA,NA,NA,NA,NA,NA,NA,57600,57600,57600,57600,57600,57600,57600,57600,57100,57100,57100,57100,57100,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"45",398,"short-c",0.0076,257.7879,257.7955,-61.05,NA,NA,NA,NA,57600,57600,57600,NA,NA,NA,58100,58100,58100,58100,58100,58100,58100,58500,58500,58500,58500,58500,58500,59000,59000,59000,59000,58500,58500,58500,57600,57600,57600,NA,NA,NA,57600,57600,57600,57600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"46",399,"complex",0.0568,257.9834,258.0403,-57.89,49800,49300,49300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51700,52200,52700,53200,53200,54100,54100,54100,54100,53700,53700,53200,53200,51700,51200,50200,49800,49300,49300,48800,48800,NA,NA,NA,NA,NA,NA,49800,50200,50200,50700,NA,NA,NA,NA,NA,"T0000058"
"47",400,"flat",0.0768,258.1729,258.2497,-46.27,49800,50200,51200,51700,51700,51700,51700,52200,51700,52200,51700,52200,52200,52200,52700,52700,52700,53200,53200,53700,53700,54100,54600,54600,54600,54600,55100,54600,55100,54600,54600,54100,54100,53700,53700,53700,53200,53200,52700,52700,52700,52200,52200,51700,51700,51200,50700,50700,50200,NA,"T0000058"
"48",401,"flat",0.0645,258.3828,258.4473,-55.92,49300,49800,50200,50200,50700,50700,51200,51200,51200,51700,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,50700,51200,51200,50700,NA,50700,50700,50700,50700,50700,50700,50200,50200,49800,49300,48800,NA,NA,NA,NA,NA,48800,48800,49300,49300,49300,49300,49300,48800,NA,"T0000058"
"49",403,"unclear",0.0153,258.6368,258.6521,-76.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73200,73200,73200,73200,73700,73700,73700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"50",404,"inverted-u",0.0168,258.8031,258.82,-60.05,45800,45800,45800,NA,NA,45800,NA,NA,NA,48800,48800,48800,48800,48800,49300,49300,49300,49300,49300,49300,48800,49300,49300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48300,48300,48300,46800,46800,46800,45800,46300,46300,45800,45800,45800,45800,NA,NA,NA,44900,NA,"T0000058"
"51",405,"flat",0.1049,258.9813,259.0863,-57.6,49300,NA,50200,50200,50200,NA,50200,50700,50700,50700,50700,50700,50200,50200,50200,49800,49800,49800,49300,49300,49300,49300,48800,48800,48800,48300,48800,48300,48300,NA,NA,NA,NA,48300,47800,47800,NA,46800,NA,44400,NA,NA,NA,NA,NA,NA,NA,47800,48300,47800,"T0000058"
"52",406,"flat",0.0655,259.2153,259.2808,-43.02,47800,47800,NA,48300,48800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49800,49300,49300,49300,49300,49300,49800,49300,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49300,49300,49300,49300,48800,48300,48300,47800,47800,46800,NA,NA,NA,42900,"T0000058"
"53",408,"flat",0.0235,259.4257,259.4493,-44.15,49300,49300,49300,49300,49800,49800,49800,49800,50200,50200,50200,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,51200,50700,50700,51200,51200,50700,51200,51200,51200,51200,51200,51200,50700,50700,50700,50700,50700,50700,50700,50700,50200,50200,49800,49800,NA,NA,"T0000058"
"54",409,"short",0.0087,259.6582,259.6669,-61.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,80500,80500,80500,81000,81000,81000,81000,81000,81000,81500,81500,81500,81500,81500,81500,81500,81500,81500,81500,81500,81000,81000,81000,81000,81000,81000,81000,81000,81000,81000,81000,81000,80500,80500,80500,NA,NA,NA,NA,NA,NA,"T0000058"
"55",414,"short",0.004,260.4216,260.4257,-75.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58100,58100,58100,58100,58100,58100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"56",424,"step down",0.0307,266.8016,266.8323,-79.33,72700,72700,72700,72200,72200,NA,NA,NA,NA,NA,NA,NA,46300,46800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57600,NA,NA,"T0000058"
"57",437,"short",0.004,282.3603,282.3644,-72.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81500,81500,81500,81500,81500,81500,82000,82000,82000,82000,82000,82000,82000,82000,82000,82000,82000,82000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"58",507,"inverted-u",0.0174,330.8108,330.8282,-49.62,NA,NA,NA,NA,NA,NA,65900,65900,NA,65900,65900,66400,66800,67300,67300,67300,67300,67300,67300,67300,67300,67300,67300,67300,67300,67300,67300,67300,66800,66800,66800,66800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"59",537,"flat",0.0174,363.3914,363.4089,-72.48,NA,NA,NA,NA,NA,NA,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,49800,49800,49800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48800,48800,48800,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"60",543,"short",0.0056,365.807,365.8127,-61.27,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79100,79100,79100,79100,79100,79100,79100,79100,79100,78600,78600,78600,78600,78600,78600,78600,78600,78600,78600,78600,78600,78600,NA,"T0000058"
"61",565,"flat",0.0261,373.6796,373.7057,-58.82,51200,51200,51200,51700,NA,NA,NA,52200,52200,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52200,NA,NA,NA,NA,NA,51700,52200,51700,52200,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,51700,52700,51700,51700,52200,51700,51700,NA,"T0000058"
"62",567,"flat",0.0168,374.0538,374.0707,-65.7,49800,49800,49800,49800,49800,NA,NA,NA,NA,NA,NA,NA,NA,NA,50200,50200,50200,50200,50200,50200,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49800,NA,"T0000058"
"63",569,"flat",0.0163,374.2438,374.2602,-65.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55100,NA,NA,55100,55100,55100,55100,55100,55100,54600,54600,54600,54600,54600,54600,54100,NA,"T0000058"
"64",571,"flat",0.0363,374.6114,374.6477,-51.03,54600,54600,54600,55100,55100,55100,55100,55600,55100,NA,NA,55100,55100,55600,55600,55600,55100,55100,55100,54600,55100,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54100,54100,54100,54100,54100,54100,54100,53700,53700,53700,53700,53700,53200,53200,52700,52200,51700,51700,NA,"T0000058"
"65",575,"flat",0.0353,377.0603,377.0956,-53.31,48800,48800,49300,49300,49800,49800,49800,49800,50200,50200,50200,50200,50700,50700,50700,51200,51200,51200,51200,51200,50700,50700,50700,50700,50700,50700,50700,50200,50200,50200,50200,50200,50200,50200,49800,49800,49800,49800,49300,49300,49300,49300,48800,48800,48800,48800,48800,48800,48300,48300,"T0000058"
"66",576,"flat",0.0199,378.475,378.4949,-70.39,41000,41000,40500,40500,40500,40500,40500,40000,40000,NA,NA,NA,80500,79500,NA,NA,NA,NA,NA,40000,40000,39500,39500,39000,39000,39000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"67",577,"flat",0.0947,378.6618,378.7565,-28.7,47300,47800,48300,48800,48800,48800,49300,49300,49300,49300,49300,49300,49300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48800,48800,48800,49300,49300,49300,49300,49300,48300,"T0000058"
"68",578,"complex",0.1223,378.8897,379.012,-29.15,47300,48800,49800,50700,51700,52200,52200,52200,51700,50700,49800,49800,50200,52200,52200,52700,52700,52700,52200,49800,48300,47300,47300,47300,47800,48800,51700,52700,53700,53700,52200,49300,46800,45800,45400,45800,47800,49800,52700,53700,54100,53700,53700,53200,53200,52700,52700,49800,49800,48800,"T0000058"
"69",579,"flat",0.1203,379.1902,379.3105,-41.55,52200,53200,54100,54100,53700,52700,52700,NA,NA,NA,NA,NA,NA,NA,48800,48300,48300,48800,49300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48800,49300,49300,49800,49300,49300,49300,49300,48800,48800,49300,49300,49300,49300,48800,48800,48800,48300,48300,48300,NA,"T0000058"
"70",580,"inverted-u",0.0348,379.4457,379.4805,-37.19,49300,49300,49300,49800,49800,50200,50700,51200,51200,51200,51700,51700,51700,52200,52200,52200,52200,52200,52200,52200,52200,51700,51700,51700,51700,51200,50700,50200,50200,49800,49800,49300,49800,49300,49300,49300,48800,48800,48800,48300,47800,47300,47300,46300,45800,46300,45800,45800,45800,45800,"T0000058"
"71",582,"flat",0.043,383.9436,383.9866,-59.16,53200,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,NA,NA,NA,NA,53200,53700,53700,53700,53700,53700,53700,53700,53200,53700,53200,53200,53200,53200,53200,52700,52700,52700,52200,52200,NA,NA,NA,NA,51700,51200,51200,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"72",585,"step up",0.0819,384.193,384.2749,-44.75,53200,53700,54100,54100,54100,53700,53200,53200,53200,53200,53200,53700,54100,54600,54600,55100,55100,55100,55100,54600,54600,54100,53700,53200,52700,52200,52200,51700,51700,51700,52200,52200,52700,52700,53200,53200,53700,53200,53200,52700,52200,52200,51200,51200,50200,NA,NA,NA,76100,76100,"T0000058"
"73",586,"flat",0.1361,384.4136,384.5498,-32.2,49800,50700,51200,51200,51700,51700,51700,51700,51700,51700,51700,51700,51700,52200,52700,52700,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,52700,52700,52200,52200,52200,51700,51700,51700,51700,51700,52200,52200,51700,51700,51200,51200,50700,51200,51200,51700,51200,NA,"T0000058"
"74",587,"flat",0.1315,384.6778,384.8094,-41.55,NA,53200,54100,54100,54100,54100,54100,54100,54100,53700,53700,53700,53200,53200,53200,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,53200,53200,53200,53200,53200,53200,53200,53700,53700,53700,53700,53700,53700,53200,53200,52700,52200,52200,51700,51700,51700,52200,52200,NA,"T0000058"
"75",588,"flat",0.0573,384.9507,385.0081,-40.76,53200,53700,53700,54100,54600,54600,54600,55100,55100,55100,55100,55100,55600,55100,55600,55600,55600,55600,55600,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,55600,56100,56100,56100,56100,56100,56100,56100,55600,55100,55100,54600,54600,54100,54100,53700,NA,"T0000058"
"76",589,"flat",0.0179,385.177,385.195,-51.65,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76600,76600,76600,76600,76600,76600,76600,76600,76600,76600,76600,76600,76600,76600,76600,76600,76600,76600,76600,76600,77100,76600,76600,76600,76600,76600,"T0000058"
"77",590,"step up",0.0414,385.3701,385.4115,-66.07,NA,NA,NA,NA,NA,44400,44400,44400,43900,43900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75100,NA,75100,75600,75600,75600,76100,76100,76100,76100,76600,76600,76600,76600,76600,76600,76600,76600,76100,76100,76100,NA,76100,NA,NA,"T0000058"
"78",616,"short-c",0.0035,393.046,393.0495,-71.03,54600,54600,54600,54600,54600,54600,54600,NA,NA,NA,NA,NA,NA,NA,56100,56100,56100,56100,56100,56100,56100,56600,56600,56600,56600,56600,56600,56600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"79",625,"short",0.0056,396.2066,396.2122,-59.87,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,58500,"T0000058"
"80",633,"short",0.001,404.099,404.1,-62.18,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,"T0000058"
"81",634,"step up",0.0271,404.2593,404.2864,-68.7,49800,49800,49800,NA,49300,49800,49800,49800,49800,49800,50200,50200,50200,NA,NA,NA,NA,51200,51200,51200,51200,51200,51700,51700,51200,51700,51700,51200,51200,NA,51200,51700,NA,NA,NA,NA,NA,NA,NA,NA,82000,82000,82000,82000,82000,81500,81500,81500,81500,NA,"T0000058"
"82",636,"short-ur",0.004,406.6764,406.6805,-53.22,63900,63900,63900,63900,63900,63900,63900,NA,NA,NA,NA,NA,NA,70300,70300,70300,70300,70300,70300,69800,69800,69800,69800,69800,69800,69800,69800,69800,69800,69800,69800,71200,71200,71200,71200,71200,71200,69300,69300,69300,69300,69300,69300,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"83",645,"flat",0.0163,417.9368,417.9532,-60.84,51700,51700,52200,52200,52200,52700,52700,52700,53200,53200,53200,53200,53200,53200,52700,52700,52700,52700,52700,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52700,52200,52200,52700,52200,52200,52200,NA,NA,NA,NA,NA,NA,51700,51700,51700,51700,51700,51700,NA,"T0000058"
"84",648,"flat",0.0936,418.8717,418.9655,-51.37,39500,40000,40000,40000,40000,40000,40000,40500,40500,41000,41000,41000,41000,41500,41500,41500,41000,41000,40500,40000,40000,39500,39500,39000,39500,39000,38500,38000,NA,39000,39000,39000,39000,39000,39000,38500,39000,39000,39000,39000,NA,NA,NA,NA,NA,38500,39000,39000,39500,39500,"T0000058"
"85",653,"flat",0.0245,421.7768,421.8014,-79.33,NA,NA,NA,NA,NA,NA,NA,NA,53700,53700,53700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52700,53200,53200,52700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"86",656,"flat",0.0358,422.1798,422.2156,-83.77,NA,NA,NA,NA,NA,NA,47300,NA,46800,46300,NA,45800,NA,NA,NA,NA,45400,45400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"87",658,"flat-z",0.0936,422.3687,422.4624,-58.19,NA,52200,52700,52700,52700,52700,52700,52700,52200,52200,52200,51700,51700,51700,51700,51700,51200,50700,50700,50200,50200,49800,49800,49300,49300,48800,48800,48800,48300,48300,47800,47800,NA,44400,44400,NA,44400,43900,43900,43900,NA,43400,43900,43900,43400,43400,43400,42900,42400,42400,"T0000058"
"88",733,"flat",0.0312,465.5513,465.5825,-56.79,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,NA,NA,NA,44400,44400,44400,44400,44400,43900,43900,NA,"T0000058"
"89",734,"flat",0.0783,465.773,465.8513,-72.48,NA,NA,NA,NA,NA,NA,NA,NA,41900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41900,41900,NA,41900,NA,NA,41900,NA,NA,NA,43400,NA,43400,43400,43900,43900,NA,43900,43900,44400,44400,44400,44400,"T0000058"
"90",758,"short",0.0035,485.7005,485.7041,-58.5,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46800,"T0000058"
"91",759,"short",0.0117,486.1061,486.1178,-56.66,40000,40000,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,NA,NA,39500,39500,79500,79500,79100,79100,79100,79100,NA,"T0000058"
"92",774,"short-ur",0.0122,496.0588,496.0711,-60.84,79500,79500,79500,79500,79500,80000,80000,NA,NA,NA,NA,NA,NA,85400,85400,84900,84900,85400,85400,85400,85400,85900,85900,86400,86400,86400,86400,86900,86900,86900,86900,86900,86900,87400,87400,87400,87400,87800,87800,87400,87400,87800,87800,87800,87800,87400,87400,86900,86900,NA,"T0000058"
"93",819,"unclear",0.0204,526.7409,526.7614,-71.03,41900,41900,41900,41900,41900,41900,41900,41900,41900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41900,41900,NA,NA,NA,"T0000058"
"94",875,"short",0.0076,566.8562,566.8638,-71.03,NA,NA,NA,NA,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,NA,NA,NA,49800,49800,49800,49800,49800,49800,NA,NA,NA,NA,49300,49300,49300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000058"
"95",881,"flat",0.0614,585.5201,585.5815,-57.6,NA,54600,NA,NA,NA,NA,NA,56600,56600,56600,56600,56600,NA,NA,NA,NA,56600,56600,56600,56600,56600,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,55600,55600,55600,55600,55100,55100,54100,NA,53700,53700,53700,54100,53700,53700,54100,54100,54100,54100,NA,"T0000058"
